post_id,account_id,account_type,follower_count,media_type,content_category,traffic_source,has_call_to_action,post_date,post_hour,day_of_week,likes,comments,shares,saves,reach,impressions,engagement_rate,followers_gained,caption_length,hashtags_count,performance_bucket_label
IG0013054,8,brand,15986,carousel,Lifestyle,External,0,18-05-2025,12,Sunday,191,6,11,31,3299,4635,5.16,162,125,12,high
IG0013055,15,creator,8167,reel,Fitness,External,0,07-11-2025,2,Friday,544,16,25,85,9386,10700,6.26,271,110,12,viral
IG0013056,18,creator,7486,image,Technology,Reels Feed,0,21-08-2025,5,Thursday,99,2,3,10,1557,2402,4.75,636,123,10,high
IG0013057,20,creator,31095,image,Travel,Explore,0,14-05-2025,8,Wednesday,454,14,20,107,8057,11102,5.36,399,116,4,high
IG0013058,16,brand,9696,reel,Fitness,Hashtags,1,09-09-2025,2,Tuesday,38,1,0,4,1757,2787,1.54,732,130,5,low
IG0013059,6,creator,10034,image,Music,External,0,18-07-2025,1,Friday,424,11,19,73,6371,7177,7.34,158,104,6,viral
IG0013060,17,creator,15923,image,Fitness,Home Feed,0,08-07-2025,20,Tuesday,845,20,41,135,21134,24590,4.23,774,113,3,high
IG0013061,9,brand,6916,image,Fitness,Reels Feed,0,04-02-2025,16,Tuesday,737,21,28,105,17721,21609,4.12,324,123,9,high
IG0013062,19,creator,3447,reel,Comedy,External,0,19-05-2025,16,Monday,454,12,25,75,5792,9229,6.13,925,128,8,viral
IG0013063,18,creator,7486,reel,Travel,Explore,0,13-08-2025,10,Wednesday,166,6,6,27,3832,4629,4.43,39,123,4,high
IG0013064,5,brand,10739,image,Lifestyle,Profile,0,21-03-2025,7,Friday,476,14,25,67,13477,17556,3.32,12,127,11,medium
IG0013065,6,creator,10034,image,Beauty,Explore,0,13-01-2025,1,Monday,426,3,27,63,7495,10462,4.96,44,122,11,low
IG0013066,12,creator,13798,carousel,Beauty,External,0,25-11-2024,16,Monday,336,18,26,54,6630,10573,4.1,826,138,9,high
IG0013067,11,creator,9044,reel,Technology,Hashtags,0,25-09-2025,8,Thursday,665,22,36,95,8359,12072,6.78,337,116,9,viral
IG0013068,16,creator,9696,image,Photography,Profile,1,23-05-2025,19,Friday,313,11,9,51,5498,7506,5.12,913,127,7,high
IG0013069,20,brand,31095,reel,Fitness,Profile,0,10-03-2025,12,Monday,219,6,12,35,3162,3733,7.29,256,109,6,viral
IG0013070,17,creator,15923,carousel,Technology,Hashtags,0,13-10-2025,21,Monday,51,1,1,2,2399,2812,1.96,847,111,7,low
IG0013071,20,brand,31095,image,Photography,External,0,25-07-2025,3,Friday,88,3,8,7,2831,4371,2.43,447,108,8,low
IG0013072,9,creator,6916,reel,Lifestyle,External,0,08-02-2025,3,Saturday,160,5,7,28,4564,6652,3.01,268,119,9,medium
IG0013073,1,creator,9461,image,Lifestyle,Profile,1,19-01-2025,7,Sunday,120,7,8,14,1691,2106,7.08,867,123,7,viral
IG0013074,3,creator,10018,reel,Travel,Reels Feed,0,02-07-2025,8,Wednesday,202,6,5,24,13064,17864,1.33,964,114,7,low
IG0013075,9,brand,6916,carousel,Beauty,External,0,25-08-2025,20,Monday,0,3,3,19,10862,17205,0.15,647,118,7,low
IG0013076,19,creator,3447,image,Beauty,Reels Feed,1,15-12-2024,2,Sunday,837,33,48,138,7299,10324,10.23,168,146,7,medium
IG0013077,13,creator,5824,carousel,Technology,Hashtags,0,15-03-2025,6,Saturday,69,0,5,12,1430,2231,3.85,580,108,8,high
IG0013078,14,creator,3083,image,Comedy,Explore,1,29-09-2025,17,Monday,504,14,27,66,10483,12422,4.92,194,107,10,high
IG0013079,20,brand,31095,carousel,Beauty,External,1,12-12-2024,12,Thursday,562,20,32,94,7036,10959,6.46,300,118,8,viral
IG0013080,19,brand,3447,reel,Comedy,Hashtags,0,03-11-2025,1,Monday,487,15,29,78,7408,9233,6.6,335,105,8,viral
IG0013081,7,creator,3551,carousel,Comedy,Home Feed,0,13-01-2025,13,Monday,250,5,12,35,3196,4263,7.08,605,123,6,viral
IG0013082,4,creator,4972,image,Lifestyle,External,0,29-04-2025,13,Tuesday,193,6,7,17,3493,5129,4.35,195,140,5,high
IG0013083,12,creator,13798,reel,Travel,External,1,01-11-2025,21,Saturday,49,2,4,0,1269,1995,2.76,940,127,11,medium
IG0013084,14,creator,3083,reel,Technology,Home Feed,0,05-03-2025,20,Wednesday,372,11,23,52,5030,6242,7.34,346,143,8,viral
IG0013085,2,creator,22291,carousel,Food,Explore,0,11-08-2025,16,Monday,192,11,4,30,2908,3814,6.21,574,110,9,viral
IG0013086,1,creator,9461,image,Technology,Profile,1,16-01-2025,1,Thursday,36,0,3,5,2175,3200,1.38,335,120,8,low
IG0013087,18,brand,7486,carousel,Comedy,External,1,06-12-2024,18,Friday,68,1,1,9,1178,1841,4.29,562,117,2,high
IG0013088,20,creator,31095,reel,Photography,Home Feed,0,08-10-2025,9,Wednesday,122,3,5,12,2248,2918,4.87,461,142,4,high
IG0013089,8,creator,15986,carousel,Photography,External,0,24-09-2025,23,Wednesday,847,32,36,115,15957,21154,4.87,80,131,4,high
IG0013090,3,brand,10018,image,Travel,Explore,1,02-07-2025,18,Wednesday,329,11,15,54,4134,6422,6.37,472,135,10,viral
IG0013091,6,brand,10034,reel,Lifestyle,Home Feed,0,27-11-2024,18,Wednesday,407,14,18,65,5896,9188,5.49,738,122,9,viral
IG0013092,13,creator,5824,image,Lifestyle,Reels Feed,0,06-05-2025,12,Tuesday,257,8,15,39,4300,5411,5.9,171,139,11,viral
IG0013093,9,creator,6916,carousel,Comedy,Home Feed,1,14-03-2025,22,Friday,81,1,2,13,1481,1793,5.41,371,108,3,high
IG0013094,9,creator,6916,carousel,Comedy,External,0,04-08-2025,15,Monday,3316,89,154,503,43490,68900,5.9,63,125,11,viral
IG0013095,20,creator,31095,reel,Music,Home Feed,0,20-11-2024,19,Wednesday,59,1,4,0,2837,4104,1.56,847,102,10,low
IG0013096,9,creator,6916,image,Music,Reels Feed,0,31-12-2024,11,Tuesday,73,1,4,14,2262,3046,3.02,346,117,12,medium
IG0013097,15,brand,8167,reel,Comedy,Profile,0,14-12-2024,3,Saturday,256,10,11,39,4242,4772,6.62,54,128,10,viral
IG0013098,13,creator,5824,carousel,Beauty,Hashtags,0,25-10-2025,20,Saturday,50,2,2,9,716,983,6.41,318,131,9,viral
IG0013099,16,brand,9696,carousel,Technology,Explore,1,04-05-2025,21,Sunday,56,4,3,9,2210,3379,2.13,533,127,6,low
IG0013100,2,creator,22291,image,Beauty,Reels Feed,1,07-03-2025,22,Friday,42,1,5,4,1983,2798,1.86,110,133,9,low
IG0013101,14,creator,3083,carousel,Lifestyle,Home Feed,0,25-10-2025,21,Saturday,129,2,6,17,2420,2841,5.42,275,109,12,high
IG0013102,6,creator,10034,image,Food,Home Feed,1,12-10-2025,11,Sunday,616,22,38,99,12141,15379,5.04,456,115,6,high
IG0013103,2,brand,22291,carousel,Technology,Home Feed,1,27-12-2024,12,Friday,49,0,3,0,3348,4388,1.19,851,128,10,low
IG0013104,8,creator,15986,carousel,Beauty,Reels Feed,0,11-06-2025,1,Wednesday,231,7,9,34,6486,8532,3.29,670,125,11,medium
IG0013105,4,creator,4972,reel,Beauty,Hashtags,1,06-12-2024,1,Friday,343,8,19,42,5421,7822,5.27,299,105,4,high
IG0013106,14,creator,3083,carousel,Fashion,Hashtags,0,03-02-2025,8,Monday,966,25,56,143,15388,23617,5.04,966,137,5,high
IG0013107,11,creator,9044,carousel,Technology,Explore,0,09-04-2025,21,Wednesday,66,0,1,6,3320,5293,1.38,906,131,9,low
IG0013108,14,creator,3083,reel,Food,Hashtags,1,27-07-2025,20,Sunday,144,2,10,25,3987,5481,3.3,308,141,8,medium
IG0013109,12,creator,13798,carousel,Travel,Reels Feed,1,19-11-2025,23,Wednesday,429,13,25,60,8387,10372,5.08,490,134,9,high
IG0013110,16,creator,9696,reel,Travel,Reels Feed,0,16-05-2025,17,Friday,893,34,46,131,11198,12516,8.82,297,127,4,viral
IG0013111,6,creator,10034,carousel,Beauty,Hashtags,1,19-08-2025,15,Tuesday,231,6,14,36,2934,3230,8.89,15,104,6,viral
IG0013112,20,creator,31095,reel,Comedy,Home Feed,0,23-08-2025,13,Saturday,101,2,2,11,3598,4432,2.62,737,112,10,low
IG0013113,1,brand,9461,carousel,Food,Home Feed,0,03-12-2024,0,Tuesday,430,15,31,63,12463,15137,3.56,793,119,8,medium
IG0013114,12,creator,13798,carousel,Food,Home Feed,0,01-03-2025,13,Saturday,201,5,14,27,4889,6899,3.58,968,130,12,medium
IG0013115,7,brand,3551,carousel,Lifestyle,Hashtags,0,11-02-2025,6,Tuesday,400,10,24,58,5614,8152,6.04,67,137,8,viral
IG0013116,8,creator,15986,carousel,Photography,Profile,1,21-05-2025,5,Wednesday,345,6,0,56,4593,5617,7.25,452,130,4,viral
IG0013117,9,creator,6916,image,Fashion,Explore,1,11-09-2025,19,Thursday,220,5,17,36,2878,4000,6.95,613,95,8,viral
IG0013118,2,creator,22291,reel,Lifestyle,Hashtags,0,17-11-2025,3,Monday,66,1,2,7,2722,3073,2.47,782,132,13,medium
IG0013119,17,creator,15923,carousel,Food,External,0,03-12-2024,10,Tuesday,331,11,21,51,4907,6130,6.75,278,113,10,viral
IG0013120,20,creator,31095,image,Fitness,Explore,0,09-07-2025,5,Wednesday,109,3,5,16,1421,2187,6.08,258,107,8,viral
IG0013121,13,creator,5824,carousel,Comedy,Hashtags,0,24-03-2025,6,Monday,71,1,2,9,7044,8137,1.02,745,140,5,low
IG0013122,5,creator,10739,image,Food,Home Feed,1,22-03-2025,17,Saturday,793,24,40,127,13453,17232,5.71,24,120,5,viral
IG0013123,10,creator,4542,reel,Fashion,Hashtags,1,27-04-2025,6,Sunday,179,7,11,38,2431,3841,6.12,134,120,9,viral
IG0013124,12,creator,13798,image,Food,Explore,0,08-03-2025,12,Saturday,88,4,7,13,1332,1762,6.36,611,137,10,viral
IG0013125,17,creator,15923,image,Technology,Reels Feed,0,04-05-2025,9,Sunday,252,1,18,45,3316,3730,8.47,592,133,3,viral
IG0013126,6,creator,10034,image,Technology,Profile,0,14-06-2025,22,Saturday,330,10,12,53,4881,6690,6.05,559,122,7,viral
IG0013127,3,creator,10018,reel,Music,Hashtags,1,08-09-2025,5,Monday,326,9,14,53,7031,7916,5.08,791,133,11,high
IG0013128,15,creator,8167,carousel,Fashion,Hashtags,1,15-12-2024,2,Sunday,106,2,7,10,5353,6023,2.08,69,115,6,low
IG0013129,7,creator,3551,reel,Beauty,Explore,1,09-06-2025,23,Monday,187,4,12,34,7982,10795,2.2,895,138,6,low
IG0013130,6,creator,10034,image,Photography,External,0,04-09-2025,0,Thursday,126,4,8,13,8436,10590,1.43,97,125,6,low
IG0013131,4,creator,4972,image,Beauty,External,1,01-05-2025,23,Thursday,337,10,20,57,10966,15849,2.68,146,142,8,medium
IG0013132,19,creator,3447,reel,Photography,Hashtags,0,25-10-2025,15,Saturday,29,1,1,5,1312,1540,2.34,280,117,4,low
IG0013133,5,creator,10739,reel,Photography,Reels Feed,0,15-03-2025,22,Saturday,104,0,3,10,2356,3751,3.12,377,133,9,medium
IG0013134,3,creator,10018,image,Photography,External,0,14-12-2024,1,Saturday,451,19,24,0,5990,8862,5.57,266,108,6,viral
IG0013135,9,brand,6916,carousel,Travel,External,0,11-05-2025,16,Sunday,198,2,9,32,4663,6853,3.52,464,117,7,medium
IG0013136,6,creator,10034,image,Photography,Reels Feed,0,29-09-2025,23,Monday,291,10,16,41,4140,6245,5.73,922,134,6,viral
IG0013137,13,creator,5824,carousel,Food,External,0,12-11-2025,19,Wednesday,47,1,2,5,1457,1866,2.95,102,112,3,medium
IG0013138,20,creator,31095,image,Fitness,Hashtags,1,22-08-2025,13,Friday,136,2,5,26,3004,4441,3.81,398,113,8,medium
IG0013139,4,brand,4972,image,Fashion,Home Feed,1,19-05-2025,9,Monday,245,4,13,37,4664,6995,4.27,943,127,7,high
IG0013140,2,brand,22291,image,Fitness,Reels Feed,0,04-05-2025,8,Sunday,345,7,21,59,5558,6408,6.74,178,129,5,viral
IG0013141,4,creator,4972,image,Music,External,0,29-01-2025,11,Wednesday,592,20,32,72,8821,12011,5.96,32,110,9,viral
IG0013142,8,creator,15986,carousel,Food,External,0,21-02-2025,10,Friday,83,5,3,14,1329,1471,7.14,669,111,6,viral
IG0013143,13,creator,5824,carousel,Photography,Reels Feed,0,08-09-2025,15,Monday,66,1,1,10,3896,5337,1.46,923,124,9,low
IG0013144,10,creator,4542,carousel,Travel,Hashtags,0,01-04-2025,3,Tuesday,254,7,11,0,3564,4164,6.53,261,117,8,viral
IG0013145,18,creator,7486,carousel,Lifestyle,Reels Feed,0,21-05-2025,10,Wednesday,245,10,11,36,5138,6709,4.5,476,116,9,high
IG0013146,9,creator,6916,carousel,Beauty,Explore,0,21-09-2025,12,Sunday,159,3,5,28,6759,7854,2.48,312,117,5,low
IG0013147,1,creator,9461,reel,Technology,External,1,25-12-2024,7,Wednesday,195,5,4,35,6532,7904,3.02,989,127,14,medium
IG0013148,13,brand,5824,carousel,Fashion,Explore,1,15-07-2025,23,Tuesday,68,1,3,10,1959,2343,3.5,331,132,8,medium
IG0013149,18,brand,7486,carousel,Fitness,External,0,18-11-2025,16,Tuesday,46,0,5,7,892,1370,4.23,442,116,9,medium
IG0013150,15,creator,8167,reel,Food,External,0,03-08-2025,20,Sunday,78,3,8,13,2748,3840,2.66,214,131,8,medium
IG0013151,2,brand,22291,image,Lifestyle,Profile,0,03-04-2025,10,Thursday,81,2,7,12,3983,5631,1.81,40,110,10,low
IG0013152,11,creator,9044,carousel,Comedy,External,0,26-12-2024,3,Thursday,591,17,30,89,10762,15541,4.68,377,117,12,high
IG0013153,14,creator,3083,image,Comedy,External,0,11-06-2025,19,Wednesday,318,12,21,49,8529,12275,3.26,638,128,5,medium
IG0013154,15,creator,8167,image,Technology,Profile,0,28-02-2025,11,Friday,245,5,20,23,6509,10194,2.87,690,143,10,medium
IG0013155,14,brand,3083,image,Comedy,Reels Feed,1,18-08-2025,11,Monday,76,3,5,10,7598,11800,0.8,29,131,8,low
IG0013156,16,creator,9696,carousel,Beauty,External,0,23-02-2025,18,Sunday,0,3,9,14,4971,6272,0.41,628,121,6,medium
IG0013157,15,brand,8167,carousel,Music,Home Feed,0,01-01-2025,23,Wednesday,47,2,4,5,1435,1763,3.29,907,121,11,medium
IG0013158,19,creator,3447,image,Comedy,Home Feed,0,10-02-2025,23,Monday,297,7,24,58,4295,6308,6.12,791,147,8,viral
IG0013159,9,brand,6916,carousel,Technology,Profile,0,19-04-2025,19,Saturday,668,23,25,111,13812,17623,4.69,347,84,10,high
IG0013160,5,brand,10739,carousel,Music,External,0,20-04-2025,17,Sunday,139,1,10,13,11223,13493,1.21,866,131,6,low
IG0013161,5,brand,10739,image,Beauty,Profile,0,15-05-2025,9,Thursday,167,5,15,25,2606,3378,6.28,487,108,7,viral
IG0013162,11,brand,9044,image,Technology,Reels Feed,0,22-12-2024,6,Sunday,81,0,7,9,2882,3615,2.68,512,121,8,medium
IG0013163,20,creator,31095,reel,Comedy,Profile,1,01-10-2025,18,Wednesday,192,5,7,29,3888,5089,4.58,573,122,10,high
IG0013164,4,creator,4972,carousel,Photography,Hashtags,0,13-06-2025,5,Friday,481,25,21,74,7204,8826,6.81,283,115,11,viral
IG0013165,20,creator,31095,image,Fashion,Hashtags,1,23-07-2025,18,Wednesday,1837,55,87,262,45861,62418,3.59,51,106,5,medium
IG0013166,18,creator,7486,carousel,Comedy,Explore,0,25-03-2025,19,Tuesday,349,10,13,42,6451,9108,4.55,134,127,5,high
IG0013167,3,brand,10018,reel,Technology,External,0,22-02-2025,17,Saturday,794,26,33,109,15418,20041,4.8,183,140,5,high
IG0013168,4,creator,4972,reel,Fashion,Profile,0,29-11-2024,11,Friday,124,1,4,22,3079,4333,3.48,876,129,8,medium
IG0013169,14,brand,3083,reel,Fashion,Hashtags,1,26-03-2025,10,Wednesday,217,6,11,37,2837,3456,7.84,498,112,5,viral
IG0013170,7,brand,3551,reel,Music,External,0,11-04-2025,14,Friday,217,4,8,44,2769,3976,6.87,701,107,6,viral
IG0013171,8,creator,15986,reel,Beauty,Reels Feed,1,31-01-2025,4,Friday,180,7,8,25,7077,11200,1.96,497,113,4,low
IG0013172,16,creator,9696,carousel,Comedy,Reels Feed,0,16-04-2025,9,Wednesday,115,2,9,24,1908,2157,6.95,364,130,12,viral
IG0013173,20,creator,31095,carousel,Lifestyle,Hashtags,1,07-01-2025,22,Tuesday,295,6,14,46,5576,7743,4.66,467,109,7,high
IG0013174,15,brand,8167,carousel,Photography,Explore,1,26-06-2025,17,Thursday,60,2,3,12,5512,7894,0.98,402,131,7,low
IG0013175,7,creator,3551,reel,Beauty,Hashtags,1,29-08-2025,20,Friday,120,5,2,17,2117,3269,4.41,229,113,11,high
IG0013176,17,creator,15923,image,Lifestyle,Home Feed,1,26-04-2025,21,Saturday,276,7,12,51,4525,6752,5.12,643,131,5,high
IG0013177,12,creator,13798,carousel,Lifestyle,Reels Feed,0,26-04-2025,14,Saturday,558,20,33,94,8906,13086,5.39,959,114,10,high
IG0013178,18,creator,7486,reel,Fitness,External,0,26-02-2025,21,Wednesday,124,3,5,14,2257,2820,5.18,550,134,5,high
IG0013179,14,creator,3083,image,Music,Reels Feed,0,15-05-2025,12,Thursday,308,8,15,44,4446,6087,6.16,193,116,11,viral
IG0013180,15,brand,8167,image,Travel,Home Feed,0,06-07-2025,1,Sunday,7,0,0,2,632,941,0.96,135,122,8,low
IG0013181,15,creator,8167,carousel,Food,Home Feed,0,22-12-2024,1,Sunday,185,5,4,30,2633,3963,5.65,148,98,7,high
IG0013182,5,creator,10739,reel,Food,Home Feed,1,10-11-2025,17,Monday,0,2,6,11,1457,1967,0.97,209,127,11,viral
IG0013183,16,creator,9696,carousel,Music,Hashtags,0,22-10-2025,2,Wednesday,926,22,46,132,19955,22688,4.96,832,106,10,high
IG0013184,5,creator,10739,reel,Music,Home Feed,0,15-01-2025,15,Wednesday,77,3,1,11,7482,9839,0.94,906,108,6,low
IG0013185,2,creator,22291,image,Lifestyle,External,1,25-07-2025,1,Friday,105,2,4,13,3507,3969,3.12,885,118,9,medium
IG0013186,20,creator,31095,carousel,Music,Hashtags,0,27-02-2025,8,Thursday,139,0,8,0,4847,7280,2.02,23,124,5,low
IG0013187,9,creator,6916,reel,Lifestyle,Home Feed,0,21-05-2025,9,Wednesday,79,4,3,17,2693,3286,3.13,28,115,13,medium
IG0013188,9,creator,6916,reel,Beauty,External,1,25-03-2025,4,Tuesday,87,6,0,17,5652,8717,1.26,973,128,8,low
IG0013189,4,creator,4972,reel,Travel,Explore,1,03-06-2025,23,Tuesday,56,3,5,8,713,807,8.92,319,117,9,viral
IG0013190,15,creator,8167,reel,Fitness,Reels Feed,0,16-07-2025,20,Wednesday,128,5,10,16,1827,2890,5.5,603,126,8,high
IG0013191,11,creator,9044,reel,Lifestyle,Hashtags,0,08-01-2025,12,Wednesday,231,8,13,29,3272,5015,5.6,412,118,8,high
IG0013192,1,brand,9461,image,Music,Profile,0,11-10-2025,6,Saturday,187,5,12,26,3805,5195,4.43,540,124,7,high
IG0013193,18,creator,7486,image,Fashion,Profile,0,27-01-2025,1,Monday,152,4,8,22,3800,5951,3.13,419,115,7,medium
IG0013194,1,creator,9461,carousel,Comedy,Hashtags,0,08-05-2025,9,Thursday,127,5,6,25,1870,2320,7.03,725,121,4,viral
IG0013195,8,brand,15986,carousel,Food,Home Feed,0,19-11-2025,6,Wednesday,651,20,36,108,10856,14868,5.48,742,123,10,high
IG0013196,16,creator,9696,reel,Travel,Explore,1,10-08-2025,4,Sunday,233,6,10,34,4590,5872,4.82,872,124,9,high
IG0013197,18,creator,7486,carousel,Comedy,Home Feed,0,31-01-2025,5,Friday,985,29,55,157,21079,27623,4.44,73,116,8,high
IG0013198,9,creator,6916,carousel,Technology,Reels Feed,0,02-08-2025,8,Saturday,227,8,14,28,7770,11735,2.36,649,121,2,low
IG0013199,12,creator,13798,reel,Music,Hashtags,0,04-04-2025,7,Friday,192,6,7,32,2920,4519,5.24,276,124,7,high
IG0013200,19,creator,3447,image,Lifestyle,Home Feed,0,21-05-2025,17,Wednesday,77,5,6,12,1876,2630,3.8,437,116,3,medium
IG0013201,18,brand,7486,carousel,Fitness,Reels Feed,0,21-08-2025,21,Thursday,607,15,27,94,18079,21556,3.45,114,128,7,medium
IG0013202,5,creator,10739,image,Fashion,Explore,0,09-01-2025,0,Thursday,19,1,0,3,896,1096,2.1,538,142,10,low
IG0013203,2,creator,22291,reel,Fitness,Profile,1,19-06-2025,23,Thursday,82,3,7,11,2357,3079,3.35,287,97,7,medium
IG0013204,7,creator,3551,carousel,Comedy,Home Feed,0,05-07-2025,14,Saturday,66,4,2,17,1105,1589,5.6,448,107,12,high
IG0013205,10,brand,4542,image,Fashion,Home Feed,0,27-05-2025,16,Tuesday,112,4,9,16,2757,4176,3.38,887,130,9,medium
IG0013206,15,creator,8167,carousel,Photography,Home Feed,0,07-07-2025,17,Monday,126,0,7,27,3751,4862,3.29,50,109,11,medium
IG0013207,7,brand,3551,carousel,Food,Reels Feed,0,06-03-2025,19,Thursday,32,0,2,5,3212,4482,0.87,768,108,8,low
IG0013208,5,creator,10739,reel,Music,Profile,0,19-03-2025,17,Wednesday,440,12,25,55,8465,10349,5.14,651,121,8,high
IG0013209,15,creator,8167,image,Technology,Explore,0,11-10-2025,4,Saturday,52,1,4,6,3639,5064,1.24,604,111,10,low
IG0013210,20,creator,31095,image,Comedy,External,0,17-04-2025,6,Thursday,1364,43,69,197,18879,29560,5.66,668,116,5,high
IG0013211,20,brand,31095,carousel,Lifestyle,External,0,19-08-2025,22,Tuesday,122,9,8,20,5601,8172,1.95,130,118,4,low
IG0013212,15,creator,8167,carousel,Food,Hashtags,0,12-09-2025,4,Friday,295,9,14,49,4233,5878,6.24,266,117,7,viral
IG0013213,10,brand,4542,reel,Technology,Home Feed,0,22-09-2025,13,Monday,36,0,2,3,3463,4603,0.89,68,128,5,low
IG0013214,14,creator,3083,carousel,Fitness,Home Feed,0,24-04-2025,2,Thursday,42,1,0,6,3167,4161,1.18,34,109,11,low
IG0013215,10,brand,4542,image,Food,Explore,0,02-02-2025,20,Sunday,254,5,15,41,6298,7846,4.01,267,122,3,medium
IG0013216,17,brand,15923,reel,Technology,Explore,0,29-08-2025,12,Friday,79,0,1,0,3876,6158,1.3,479,115,8,low
IG0013217,14,creator,3083,reel,Technology,Home Feed,1,20-10-2025,3,Monday,217,5,14,32,6112,8204,3.27,266,131,7,medium
IG0013218,2,brand,22291,image,Fitness,Reels Feed,0,19-08-2025,21,Tuesday,333,0,18,52,5909,7337,5.49,265,108,8,viral
IG0013219,16,brand,9696,carousel,Technology,Hashtags,0,19-03-2025,16,Wednesday,90,5,1,6,1533,1842,5.54,411,115,5,high
IG0013220,13,creator,5824,image,Travel,Home Feed,1,06-01-2025,0,Monday,175,3,10,27,3777,5349,4.02,785,114,4,medium
IG0013221,9,brand,6916,reel,Fashion,Home Feed,1,18-07-2025,12,Friday,163,1,8,28,2044,2590,7.72,493,117,10,viral
IG0013222,7,creator,3551,carousel,Travel,Profile,0,30-08-2025,7,Saturday,302,8,18,44,9855,14383,2.59,377,153,5,medium
IG0013223,16,brand,9696,reel,Fitness,External,1,12-10-2025,5,Sunday,97,4,4,13,2324,2706,4.36,949,117,10,high
IG0013224,10,creator,4542,carousel,Beauty,Profile,1,24-04-2025,13,Thursday,91,0,5,18,2836,3824,2.98,702,105,9,medium
IG0013225,9,creator,6916,carousel,Food,External,1,28-08-2025,8,Thursday,363,17,14,55,11830,18476,2.43,642,117,7,medium
IG0013226,7,brand,3551,image,Photography,External,0,25-10-2025,11,Saturday,304,8,10,51,3838,5875,6.35,868,125,8,viral
IG0013227,16,creator,9696,carousel,Lifestyle,Profile,0,09-09-2025,0,Tuesday,244,7,23,38,4135,4690,6.65,555,125,11,viral
IG0013228,9,creator,6916,carousel,Lifestyle,External,0,12-04-2025,14,Saturday,154,1,7,24,2710,4117,4.52,69,116,5,high
IG0013229,17,creator,15923,image,Comedy,Profile,0,01-04-2025,6,Tuesday,972,29,35,120,14497,22161,5.22,629,122,11,high
IG0013230,20,brand,31095,image,Comedy,Home Feed,1,23-07-2025,16,Wednesday,123,4,4,17,2709,3385,4.37,835,121,10,high
IG0013231,7,creator,3551,image,Fitness,Reels Feed,0,27-04-2025,11,Sunday,276,11,8,48,7379,10425,3.29,723,127,11,medium
IG0013232,11,creator,9044,image,Comedy,Hashtags,0,02-06-2025,22,Monday,138,5,8,23,3462,4673,3.72,54,109,14,medium
IG0013233,8,creator,15986,carousel,Lifestyle,Hashtags,1,26-06-2025,22,Thursday,260,7,9,41,3701,5718,5.54,771,140,8,high
IG0013234,7,creator,3551,image,Travel,External,0,10-06-2025,23,Tuesday,175,5,0,21,3636,4408,4.56,286,140,15,high
IG0013235,19,creator,3447,image,Photography,Profile,0,30-07-2025,13,Wednesday,233,7,14,35,6002,8327,3.47,963,131,7,medium
IG0013236,20,creator,31095,reel,Lifestyle,External,1,27-08-2025,12,Wednesday,132,3,3,24,3948,5908,2.74,180,117,10,low
IG0013237,12,creator,13798,carousel,Travel,Reels Feed,0,20-02-2025,20,Thursday,0,7,14,48,8777,10803,0.64,51,124,4,medium
IG0013238,7,brand,3551,image,Beauty,Hashtags,0,08-05-2025,23,Thursday,2031,75,122,299,25948,30371,8.32,592,109,13,viral
IG0013239,8,brand,15986,image,Fitness,Reels Feed,1,26-11-2024,9,Tuesday,130,3,13,21,1953,3063,5.45,751,101,4,high
IG0013240,7,brand,3551,carousel,Music,Home Feed,0,13-10-2025,20,Monday,720,16,31,0,9206,14509,5.29,761,109,5,viral
IG0013241,6,brand,10034,image,Beauty,Home Feed,0,02-07-2025,23,Wednesday,111,2,10,13,2419,3374,4.03,722,122,7,high
IG0013242,9,creator,6916,carousel,Beauty,Explore,1,07-10-2025,12,Tuesday,371,13,18,60,5989,9212,5.02,147,128,13,high
IG0013243,13,creator,5824,reel,Lifestyle,Home Feed,0,16-07-2025,6,Wednesday,29,1,2,1,2521,3469,0.95,446,140,12,low
IG0013244,7,brand,3551,reel,Fitness,External,1,13-01-2025,12,Monday,445,17,18,62,6122,8442,6.42,358,113,6,viral
IG0013245,8,creator,15986,carousel,Fashion,Profile,0,21-07-2025,6,Monday,153,6,5,30,3021,4055,4.78,203,132,6,high
IG0013246,17,creator,15923,carousel,Technology,Hashtags,0,04-11-2025,2,Tuesday,365,5,17,50,5516,7191,6.08,414,134,4,viral
IG0013247,17,creator,15923,reel,Beauty,Explore,1,16-11-2025,5,Sunday,157,4,5,30,6366,9934,1.97,132,123,10,low
IG0013248,16,creator,9696,image,Comedy,Reels Feed,0,29-06-2025,21,Sunday,173,4,9,29,2750,3895,5.52,539,111,6,viral
IG0013249,2,creator,22291,carousel,Travel,External,0,07-10-2025,13,Tuesday,131,7,6,17,6546,8078,1.99,562,144,9,low
IG0013250,8,creator,15986,image,Fashion,Home Feed,0,09-10-2025,20,Thursday,401,15,14,72,20802,32825,1.53,980,111,9,low
IG0013251,17,brand,15923,carousel,Fitness,External,0,23-03-2025,17,Sunday,630,21,39,126,3058,4149,19.67,452,113,5,viral
IG0013252,13,creator,5824,carousel,Music,Explore,0,24-01-2025,15,Friday,244,7,12,38,13280,15893,1.89,413,119,10,low
IG0013253,18,creator,7486,carousel,Photography,Profile,0,12-08-2025,6,Tuesday,265,10,20,36,3731,4562,7.26,761,113,12,viral
IG0013254,10,creator,4542,carousel,Fashion,Reels Feed,1,05-09-2025,4,Friday,110,2,8,21,3779,5715,2.47,587,141,9,low
